stimulus_row_id,triplet_id,vowel_class,category,primary_suffix,secondary_suffix,root_A,root_B,A_x,A_y,B_x,zipf_A,zipf_B,zipf_diff,BERTurk_all_split,BERTurk_shared_final_subtoken,model,model_name,layer,pooling,A_x_model_ntokens,A_y_model_ntokens,B_x_model_ntokens,all_three_words_split_model,sim_same_root,sim_same_suffix,delta
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,1,1,2,False,0.8415645537767528,0.49875433234040456,0.3428102214363482
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.6619564490162037,0.7347301559930866,-0.0727737069768829
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.6292647259497536,0.6612568325204466,-0.03199210657069307
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.7111444996229107,0.7894945377210943,-0.07835003809818364
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.7652597018097184,0.465333582680304,0.29992611912941436
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.6700456274206101,0.5326858684206371,0.137359758999973
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.6557138596622067,0.7296253454927737,-0.07391148583056695
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.6321669248666433,0.6801420338096601,-0.04797510894301682
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.5798324147517859,0.8068960043833844,-0.22706358963159845
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.7929849297352913,0.5546589596868623,0.23832597004842904
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.7022093202682409,0.5821692370121183,0.12004008325612259
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.7221161819169551,0.7975396979988445,-0.07542351608188935
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.6199714182737901,0.7344783939048343,-0.11450697563104417
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.605504852912917,0.5710231704184324,0.03448168249448458
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,2,2,True,0.646865266613145,0.7238269272855391,-0.07696166067239407
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,first,2,1,2,False,0.7522736074466978,0.6980597753574657,0.05421383208923214
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.870232626710753,0.8344348187203158,0.03579780799043719
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,1,False,0.6036212069230311,0.7911450941592988,-0.18752388723626767
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,2,1,False,0.6352633876251558,0.8105614186865349,-0.1752980310613791
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8939225158471402,0.7030237716658186,0.19089874418132158
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.876954036877722,0.6785259831478201,0.1984280537299019
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.870232626710753,0.8831297504716088,-0.012897123760855833
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,2,1,False,0.6036212069230311,0.7870143696593666,-0.18339316273633544
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6352633876251558,0.8555617985146319,-0.2202984108894761
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8939225158471402,0.4586586920490763,0.43526382379806394
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.876954036877722,0.8374426561899564,0.03951138068776561
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8651322881812586,0.7782207150131467,0.08691157316811193
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,2,1,False,0.5976774917031581,0.8734019409080578,-0.2757244492048997
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6644606665834581,0.8781776873862038,-0.21371702080274568
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6227269347330378,0.6976278834921437,-0.07490094875910591
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.812238950749381,0.7955850063336745,0.016653944415706556
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8013954296343352,0.7347999131910717,0.06659551644326345
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8427035427816981,0.9246582619339433,-0.08195471915224517
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7286018985452081,0.8597968523309641,-0.13119495378575607
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6620535217044239,0.8444424780094638,-0.18238895630503993
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8001305888607554,0.48503023687987534,0.31510035198088004
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,1,False,0.6239698895518524,0.5703503980485197,0.05361949150333267
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.852291031020172,0.894988268850466,-0.042697237830294
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.773088957260972,0.8630274122000285,-0.0899384549390565
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7367916738180945,0.8482194581598286,-0.11142778434173406
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8715810878252913,0.664159717344507,0.20742137048078435
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7015263144778383,0.8190820730613212,-0.11755575858348288
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8180672594404158,0.9075540920848552,-0.08948683264443935
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7340841933329508,0.863266420846596,-0.12918222751364516
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7452269835502552,0.7008274557624032,0.044399527787851945
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6836309670443588,0.8249043265089808,-0.14127335946462205
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8376249297026173,0.8376041096642411,2.082003837611257e-05
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,1,False,0.7777441496670336,0.711395439571751,0.06634871009528265
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8056325634497117,0.8478411813269601,-0.04220861787724839
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8173866653092788,0.7787272508407765,0.038659414468502296
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8696525737002289,0.7629285796781895,0.10672399402203936
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8376249297026173,0.8357041316709198,0.0019207980316974238
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.7777441496670336,0.7777807550042984,-3.6605337264794535e-05
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8056325634497117,0.7831941374559622,0.022438425993749456
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,1,False,0.8173866653092788,0.5986618171534697,0.21872484815580917
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8696525737002289,0.6566138522984303,0.21303872140179858
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,1,False,0.8361974321000296,0.825380069897301,0.010817362202728664
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.7385965455659477,0.7884304032598293,-0.0498338576938816
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.7817747715601311,0.6523622244917596,0.12941254706837146
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.7946010918065562,0.7558074553938746,0.03879363641268163
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,1,1,2,False,0.8415645537767528,0.5904624508793024,0.2511021028974504
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6959417137130056,0.8283519038993215,-0.13241019018631583
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8265924231636387,0.8110895475854808,0.015502875578157882
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.699492403971455,0.855694649441889,-0.15620224547043404
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8456017302375285,0.7123828183290459,0.13321891190848256
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7331914344054045,0.7761253673936632,-0.04293393298825876
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7340983716577963,0.7998781635365219,-0.06577979187872551
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8305441604224673,0.7387902629533467,0.09175389746912055
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6836309705287099,0.896465051755074,-0.21283408122636405
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8881904273253827,0.6371297790609086,0.25106064826447405
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7400874867308032,0.6787041169853453,0.06138336974545788
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.6990960136496085,0.8406031162113589,-0.14150710256175036
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.7671726028223993,0.8713406749677861,-0.10416807214538681
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7212684368504326,0.740597322324553,-0.019328885474120372
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,2,2,True,0.8212954642493933,0.7679288469573916,0.05336661729200165
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,last,2,1,2,False,0.7115312219886538,0.8036619663810115,-0.09213074439235769
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.870232626710753,0.8344348187203158,0.03579780799043719
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,1,False,0.6668702559282209,0.8086565879948912,-0.14178633206667024
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,2,1,False,0.7344299365470125,0.8105614186865349,-0.07613148213952237
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,2,False,0.8939225158471402,0.7252617267369071,0.16866078911023308
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,2,False,0.876954036877722,0.7208993972394829,0.15605463963823907
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.870232626710753,0.8831297504716088,-0.012897123760855833
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,2,1,False,0.6668702559282209,0.7870143696593666,-0.12014411373114564
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.7344299365470125,0.8066123087735366,-0.07218237222652413
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,2,False,0.8939225158471402,0.5308685990538939,0.3630539167932463
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.876954036877722,0.8374426561899564,0.03951138068776561
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.8651322881812586,0.7782207150131467,0.08691157316811193
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,2,1,False,0.652255109024274,0.8734019409080578,-0.2211468318837838
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.7604393253909629,0.8281261154494421,-0.06768679005847922
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.7426217345351407,0.734125560761804,0.008496173773336668
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.812238950749381,0.7955850063336745,0.016653944415706556
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,1,False,0.8013954296343352,0.7347999131910717,0.06659551644326345
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,2,2,True,0.8581010030566522,0.8920603616471976,-0.03395935859054544
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.7818550582397656,0.8025052466389624,-0.020650188399196745
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.7407746237841137,0.7976909549157651,-0.0569163311316514
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,1,1,2,False,0.8001305888607554,0.5065447930013002,0.2935857958594552
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,1,False,0.6748976832132768,0.614343262234207,0.06055442097906982
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,2,2,True,0.8777894730472727,0.8575785757173031,0.020210897329969613
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,12,mean,2,1,2,False,0.8027124187998737,0.8011190459289782,0.0015933728708954487
